duration,credit_amount,installment_rate,residence_since,age,existing_credits,num_dependents,credit_risk_good,overall
70.31536867953359,10143.226476516438,1.6215743447222724,2.5631791690634724,49.95331457842783,2.283223072504256,1.4987804845153025,0,1
68.45861375078536,9288.485535541764,1.4070655883043401,2.059780227291184,55.34701569090659,2.4935915434733076,1.4555565666541699,0,1
57.92580306697462,11597.775594661663,1.736924492868139,2.1873338212292874,52.51148788408418,2.588648752108578,1.467231457273261,1,1
63.40117315435494,11110.6446140848,2.2848727828801527,2.2380676511548003,48.02343291316471,2.514962547172175,1.4967482464422845,1,1
49.76690096330676,10177.862392644169,2.3208600995913624,2.4045750522832363,48.89020122507795,2.502214425382893,1.5013732773228903,1,0
67.98349334627784,13230.643538168668,1.3625395656620678,3.0216221785321427,48.52621949205007,2.174343592638317,1.507843964967034,1,0
64.14592986600881,8500.804396177798,2.2545012323593894,2.5063779034116442,48.094851318186876,2.5345926810691695,1.4976400569689177,1,1
63.38322322053112,11292.663153314274,2.279540346528059,2.21708966768342,46.425208992347926,2.5044647395738338,1.5043814566206037,0,0
57.85649698147449,11161.36024632329,2.2834366564759447,2.3867949629049177,46.150805880516856,2.452599361102851,1.501519420017304,1,1
63.503304990047056,9973.837056968749,2.3219042436756103,2.322261814139525,48.3491779972145,2.542666901328845,1.5021818395180562,0,1
68.4518534852236,9696.843128620612,1.8871247282420698,2.549426454437824,47.939341919944965,2.3175617730485367,1.4659995382877382,0,0
63.854308940676056,14076.895861696425,2.3827226938301433,2.188074708173722,49.37742473450512,2.390377948974539,1.5023334973137505,1,1
70.66826563915484,9131.64992462465,1.773587038874865,2.043709119811066,53.96696719807494,2.629827447945708,1.4634489685080416,1,1
68.19922782147374,10871.290149726874,2.2269553474246764,2.231201399642404,44.8708042512302,2.6335064845478406,1.4921299496349585,1,1
57.88508137367844,11597.475411707628,2.2042232550165908,2.6199109339080167,46.40477748576137,2.4422094433870734,1.499796041165203,1,0
29.04692503487454,6717.737146517381,2.8584309349042964,2.1886928244168025,46.28600162049514,2.6397082704278176,1.480152325002857,1,1
40.39335223767848,11609.140369447057,2.4148046932082803,2.343174751120701,47.56474648502362,2.496116582329423,1.499350352596311,0,1
70.35802064125649,11642.30853187719,1.3044497111060775,2.100969894692579,55.7178538647739,2.6129496827393153,1.4875528606214081,0,1
68.4206062455016,9895.51103009358,3.0772881336368414,2.0060633537700063,37.282362471310435,2.7029897826451874,1.4784301140200036,1,1
68.56523784729059,8511.26213212791,2.3048801744338254,2.4798878612185016,50.07205117181075,2.5644120057199498,1.4858157441635949,0,1
63.21786178173508,12902.288682456194,2.3738856709994147,2.3153053124112253,38.35762063147837,2.6979377301121854,1.5118380108953136,1,1
63.989716157530964,11176.840612612064,1.9428898150201488,2.0367642570620403,43.444717923835796,2.727887955001892,1.4632556342863636,1,1
63.392274604378336,12196.307290271452,1.5592411476825951,2.923127516481018,49.46021379932451,2.2099326060134867,1.507311761690258,0,1
23.262697222567,10240.927603146662,2.455135970347455,2.590824753691985,46.08759072140098,2.492802529260934,1.5059616335160504,0,0
60.121262879343064,9193.211208933639,1.5527777557880913,2.1638060175290605,47.88046781819168,2.3576140140544104,1.4923430383572969,0,1
57.90109941630936,11824.282711911506,2.2937473984216696,2.3378984755566767,48.56545822083437,2.431592394776855,1.4998826861888723,1,1
33.22163235956525,10517.065951021006,2.3118427588596155,2.5140397595920065,47.328385301780294,2.455370387193063,1.500972671319485,0,1
69.82267896210008,13950.357471217652,2.120385059384813,2.628255313654421,49.67834570462485,2.2687822967840434,1.5071327451685683,0,1
68.54866952131266,10516.757135375683,1.7578769069915356,2.1526591820635956,43.58299092585014,2.249188624424573,1.521049905908956,1,0
33.7317648692126,10682.862027141808,2.328622594323047,2.459645145670381,47.99128794129624,2.441792534504463,1.5105177787436945,0,0
57.91074445680237,13855.677793331286,1.7809941928540178,3.0523255149056556,47.78081444750539,2.781017799165799,1.5054103142645794,1,1
70.49009422568827,9368.306081263949,1.4290928938931016,2.084933348192725,45.79307347220758,2.818204477761239,1.443403953514741,1,1
70.36309256162795,10290.233598687793,2.2727098569193442,1.949377392021601,38.26190430411327,3.048691017727614,1.431049267081138,1,1
66.96900575944525,15983.443669716771,2.3469609125276016,2.361147218231416,46.57970844542323,2.465049439976211,1.4994258250305061,1,1
63.032142798101134,14414.83481547977,1.6216352029713947,3.1409863700488856,47.497890294177765,2.2031172815584785,1.5433019274446254,0,0
69.75036492026953,13086.489382642947,1.9972870099516582,1.9537885810699493,44.75715474181792,2.757851570809293,1.4603812310119908,1,1
68.59352480607178,8274.174090203607,1.4632369957879776,2.8855333896567807,46.14872021072409,2.255013363204114,1.5028389410754033,0,1
57.865010964343455,11296.5751401887,2.0243255344651216,2.677450960963995,43.40841070434133,2.4464060624458988,1.5149866577547417,1,0
70.56132793643913,9027.090324938203,2.339378126990135,2.3818397486366747,48.42613611347345,2.4895160922810344,1.5011587816355785,1,0
57.94623705250304,12418.64169039183,1.7497389690859169,2.860828344541678,48.12678888409421,2.2517149882039362,1.536552641034274,0,0
63.375519193236535,12327.897483614772,1.5054481654139316,2.2378848270113525,40.76462166792457,2.770867224506341,1.4597957913403998,1,1
69.63002825141167,12871.356378384477,2.317223178965756,2.1655748242751303,46.40360452883448,2.5133080125171063,1.4993859434947194,1,0
57.92670721551154,11610.727722311243,2.05766382832254,2.7090360643957663,46.90512806647675,2.530406422728106,1.5038121217107312,0,0
57.35131556985645,10611.982751735964,2.3092902247089038,2.314188586688789,46.731892143076166,2.5706637953842364,1.4982594422367095,0,0
70.75763672070538,8655.828113691352,1.4717423571282275,2.6505853234317582,45.88970357929878,2.2336005259009317,1.5071844343897867,1,0
58.06448624125724,13765.017505377964,2.3393747347337195,2.227316879494396,46.67471353756281,2.592977424564225,1.4896492037280367,1,1
68.46097116703893,9272.494091897996,1.4055657724955215,2.2175488827393193,40.22078868330583,2.815835497998008,1.5118721515542715,1,0
63.49459355038048,10078.458522629719,2.318165343566272,2.307365197757095,45.30014076860449,2.605119923777419,1.492766416700672,0,1
63.54137143560255,9495.22471368928,1.7683558138809017,2.6516589591097692,43.16627205351927,2.396570629926793,1.5103765812973866,1,0
66.66686288296934,15448.003879184329,2.2225432534458287,2.561153104627526,48.71886305046327,2.3729971822891773,1.4942610672918115,1,1
50.19263911491336,10986.15162294534,2.2161984143038223,2.408702662797735,46.703836957936744,2.572635437107645,1.4847092446202033,1,1
56.43224399444239,12561.786764504674,2.5531963487309275,2.3420641754390545,47.8154083414487,2.503967740793852,1.4962205249045333,0,1
53.03223651736476,11299.410349800159,1.947036504646591,2.7742385823153892,42.20565805839061,2.3198985199160918,1.522396074091143,1,0
62.53900631181481,15713.190644287812,2.184178574595931,2.909067392912398,44.46676701783759,2.557628114118096,1.497175075922065,0,1
57.938030280233036,10838.704843073387,2.15817872285266,2.3385273981474195,47.25075899946632,2.56708700155288,1.4977683491780283,1,1
57.9622823183733,12102.391473800762,1.7173646887637186,2.1205115496151956,46.76151868100927,2.7221700904218302,1.4633479694762763,1,1
68.55989408497489,8553.840884102952,2.3028232859451814,2.4572022119677195,47.2777242840521,2.564667482411357,1.5058666498144129,1,1
19.60116040800912,7344.731017845333,3.2412905921408948,2.6732927598107605,48.62519673228147,2.3026077512658816,1.4811065336073161,0,0
70.64550488157138,8595.855123317073,1.3559863918995911,2.173753281474305,40.752395988508866,2.8376491874133114,1.4456782101778054,1,1
68.53597978095054,8738.262610100124,2.2944184032707517,2.410299734796241,47.46786180714524,2.529528861803899,1.50310768252346,1,1
39.77386275698559,6075.433839847956,2.352263523303928,2.239264203230182,45.31090420900529,2.7324447371473104,1.4779679506797234,1,1
63.36577512014546,11660.480570020336,2.062235429753986,2.1158396516940496,43.26064527418918,2.65553151158578,1.5074216667518399,1,0
56.38530324405188,9340.673657239506,2.7522646773852655,2.511524648604919,47.268835861339355,2.5390366377505726,1.495764061296975,0,1
63.53452003614303,9584.222016836791,2.336636383642763,2.3533009136018825,47.667124418784,2.412162130006661,1.5036706704918943,1,1
70.64251020107707,9261.917694318096,1.383344432986601,2.0910884767536992,55.56079815498846,2.6075180911632945,1.449199350984932,1,1
68.10535268571172,12727.57033862676,1.384927912647473,3.078665460265335,48.642014420322866,2.1520660795705546,1.5076435083950792,0,1
70.07604177515063,11100.836379065397,1.8898586078925153,2.2147619307328843,43.38910499150229,2.8140955259055085,1.4558639733722805,1,1
67.93615980350287,13417.322022242273,1.701385896230195,2.9117905718288317,56.30200546802215,2.3849101191099544,1.509519144197799,0,0
35.964937419272076,11209.649594466848,2.538773238059961,2.5995120302252226,47.96246797434014,2.3884386951126397,1.5116352785727825,0,0
57.89250276172837,11703.817265972328,1.7015955945533912,2.7542128535377,56.45048489773759,2.4413584604165224,1.5050325837827108,1,0
70.35292047736851,9982.899841304794,2.2982095124536426,2.3005141420889115,47.51395144721326,2.5581971314917094,1.5045647583261266,1,0
68.44883303150611,9354.410257410867,1.5364475902592605,2.523622461859453,43.13545025358864,2.2992190036300055,1.5046893881698624,1,0
67.75233840226267,14099.631537404437,1.4357982405701666,2.1932356231404597,46.13901835696754,2.3867585889986156,1.5114480360724194,1,0
70.50474486994085,9680.528516851447,1.841534493598628,2.4435222248677113,48.144529018897515,2.254967885543538,1.5019762241335464,1,0
67.59214805888753,11725.02260139364,1.9800900743595444,2.237817652653032,40.70057897723854,2.749706119382512,1.471796740194963,1,1
70.31961291252362,12729.601214797402,1.5594256405375035,2.733792818529022,56.59462677828583,2.1994721790705833,1.473715086288959,0,0
68.40834890951248,11306.501772777898,1.9603998388464516,2.644638626384917,54.58014646863433,2.3708557723633135,1.4873378706045028,0,1
68.43755947535372,9429.588364997415,1.4204151228297954,2.0516375115262098,51.43155523653641,2.0839478628324994,1.5042499256491961,1,1
68.42725356321677,9497.59639564833,2.265746546280427,2.336809007563185,47.948820811257065,2.5723858958605565,1.4939616232983517,0,1
68.51959807906842,8859.874540128756,1.3679583210883142,2.232305443230453,38.998432232124564,2.827092109363721,1.51418309333265,1,0
63.4201311331028,10913.107169090303,1.8894698630556732,2.401040926448018,47.958240622450404,2.38541286427407,1.4959975037070117,1,0
68.48390654894479,10898.225033178194,1.4458176381680183,2.2841748071892662,36.875981331361714,2.1642461822597117,1.5184970790244292,1,0
64.07804451849013,11958.570853361323,1.575882980856845,2.7224021795488778,56.165570639436666,2.218313966464052,1.5342945084313089,0,0
63.38416200095536,11283.261209075517,2.279812513970257,2.2228040565027354,49.03341080580672,2.369236371052036,1.4990297830039145,0,1
35.02514530614704,11020.95854981375,2.664212593140784,2.633889736648462,47.87835943366216,2.4458890479906295,1.5063002075297163,0,0
63.54972811957636,9384.71491423328,1.661456264952209,2.2186427778326845,44.32775600743537,2.7467960677913323,1.4573609341644733,1,1
68.25267685867662,12071.299868015854,1.565401432412413,2.175230934290867,44.98492052641435,2.4205890460813944,1.5087609821751347,0,0
33.7054598799203,10674.846551105931,2.3278460433558013,2.4992988221094596,47.4579296504771,2.4650363102172346,1.5080456212663491,0,0
42.61008368892738,7997.374789863416,2.724508082504182,2.565586811194693,45.6251680460641,2.457099499351041,1.4998319134678268,1,0
70.60651717363683,8800.162237358903,2.350803708001105,2.4211213704705203,47.479084818691106,2.567430838257736,1.4905742713669305,1,1
63.55955464428141,9251.727082848061,2.3504732433852644,2.380185621952272,45.93149002673526,2.5824459968190387,1.5079550840938074,1,1
44.652897932306615,11551.639497413076,2.1960558296366863,2.3770965555100947,45.48771714946132,2.401217546794065,1.4877122661424096,1,0
63.20844075075776,12972.692039540383,2.591546246474113,2.2700935201782553,46.17381475308139,2.5986739183184153,1.4985492751824936,1,0
43.8052899036489,11460.040215392377,2.450973695044763,2.503076653259944,47.163453537762074,2.4898174534924626,1.4979086354733417,1,0
68.3944051534922,11378.725285978138,1.949057183907512,2.6811406390454033,45.85307163496961,2.4279432352918358,1.5172894053988863,0,0
31.164766636667437,10179.946080075006,2.853761439980418,2.518820699602806,46.27750024783522,2.4836966804213527,1.5016366637392273,0,1
69.94038333091522,13441.517532424756,1.396987151420832,2.3912364688478918,44.5428635191481,2.74555308095629,1.4757566678574012,1,1
67.78507406631772,12938.06487639758,1.9586786839874555,2.2938063292596325,42.882620720719004,2.2956880618160596,1.5074451882511224,1,0
63.449080616284135,10600.342141153891,2.300608901022907,2.269106175914517,45.34966339375298,2.6095318332807382,1.5110058810511435,1,1
70.6584299788468,9181.703505323361,2.3093177776859575,2.332237403853664,45.395081247823995,2.453213304775708,1.5082165213518706,0,0
70.61520321861977,9397.354357686618,1.3965478024158724,2.0220908444809633,44.22860035621318,2.804985517574977,1.4496637560258114,1,1
63.30848727036375,12173.028443954623,2.680696849503607,2.257715854274027,45.70373814480378,2.6052083702522792,1.4758076732330805,1,1
63.41950708837782,10919.69876524028,1.822859760130799,2.2067695543879564,52.4878318106591,2.52006909207764,1.4691360477759297,1,1
60.15405501155601,12773.582954944583,1.6167731479365397,2.103100917495567,47.25414260604163,2.755627353321747,1.4568314825937192,1,1
57.90832334912088,11923.476156957338,2.295645710480391,2.3326969739622037,45.2425634245663,2.5479630934743653,1.495413078545957,1,1
