Dataset,Min,First_Qu,Median,Mean,Third_Qu,Max,Std_Dev,Var,Range,IQR
german_credit_generated_L1_all_to_all_seed17,29.99965849867002,49.85917763289709,54.26424831948268,56.51838219179409,66.23448189725737,74.07964198146902,10.350731390364725,107.13764031548166,44.07998348279901,16.37530426436028
german_credit_generated_L1_all_to_all_seed27,27.25558091600749,32.22036414660788,53.920734612190145,51.19296372959766,67.25976971483138,74.06544246169639,17.27055492246005,298.27206732970905,46.809861545688904,35.0394055682235
german_credit_generated_L1_all_to_all_seed7,20.01781854272357,26.476913131442593,41.475803473043996,45.40912736438299,64.24097837862152,73.90573556383578,18.577801942390376,345.13472501068367,53.8879170211122,37.76406524717893
german_credit_generated_L1_linear_seed17,30.532786661195487,45.99906754201532,46.745020408265574,46.36585854761224,47.472031696895016,60.350745713308086,3.562264320746582,12.689727090864107,29.8179590521126,1.4729641548796977
german_credit_generated_L1_linear_seed27,23.58616262663739,43.63644990828937,46.84303799109708,47.54915390052856,52.67401786031819,69.13683139039225,9.624802550629536,92.63682413860481,45.55066876375486,9.037567952028816
german_credit_generated_L1_linear_seed7,19.52447691581248,39.16371657258593,45.77977116254223,45.752524860675415,53.597578685242,74.03683147502076,10.550765341661977,111.31864929481559,54.51235455920828,14.433862112656065
german_credit_generated_L2_all_to_all_re_upload_seed17,28.095387498705605,49.86914004234588,53.55836781787321,57.85217996550217,68.45242386877293,70.46442209322935,9.857987267131506,97.1799129589269,42.36903459452374,18.583283826427042
german_credit_generated_L2_all_to_all_re_upload_seed27,22.30146393984928,46.856794756657614,49.32924516436593,50.11513337509707,57.14629747905013,71.7569413507998,9.759921750918926,95.25607258406035,49.45547741095052,10.28950272239252
german_credit_generated_L2_all_to_all_re_upload_seed7,23.65787872394137,39.61230314937518,52.21194147951009,50.98753926215022,63.18021584046839,72.6278309520224,13.524733381098612,182.91841302980308,48.96995222808104,23.567912691093213
german_credit_generated_L2_all_to_all_seed17,37.26499134544073,39.41966780956914,54.62641782208024,51.01676319851966,61.95160822971355,64.81921741745023,10.081103138865906,101.62864049645202,27.554226072009506,22.53194042014441
german_credit_generated_L2_all_to_all_seed27,38.83193928716001,46.82514770009605,49.17528598861078,49.274883225424325,52.36248986740438,56.97089409549437,3.863544993209623,14.926979914555146,18.13895480833436,5.537342167308324
german_credit_generated_L2_all_to_all_seed7,26.327560673539512,38.652609472376525,47.439124011424695,46.832513279112305,55.52795301726373,71.85704334788824,11.05108724437999,122.12652928289815,45.52948267434873,16.8753435448872
german_credit_generated_L2_linear_seed17,36.71588421332199,46.179185445956435,48.29500964148227,48.69035812734041,51.12868665784202,64.82032180266187,4.609272596444245,21.24539386833187,28.104437589339874,4.949501211885583
german_credit_generated_L2_linear_seed27,42.46949899247048,44.819070954595304,45.869033934797585,46.19805511083734,47.65396589364127,50.39165462735123,1.5452091557907859,2.387671335139673,7.9221556348807525,2.8348949390459666
german_credit_generated_L2_linear_seed7,45.79691734357834,46.91639859546024,47.04799012810691,47.42595884730126,47.89461717355711,49.90365501509082,0.7049837135460757,0.49700203636521534,4.106737671512477,0.9782185780968717
german_credit_generated_L2_re_upload_seed17,35.62846430149896,44.918892570400374,47.02980707344615,47.02851899613219,48.62940115429183,64.26257945228869,4.0714729876517906,16.5768922891782,28.634115150789732,3.7105085838914533
german_credit_generated_L2_re_upload_seed27,35.17844894747591,45.871789438063004,47.272927971905744,47.528375966924045,49.46496151687026,55.23810962959152,3.030611949114089,9.184608786113099,20.059660682115613,3.5931720788072568
german_credit_generated_L2_re_upload_seed7,38.37974410893315,46.90266775091015,47.29962610810403,47.29878285654785,48.03755789958634,55.031964699388745,1.9457110761496592,3.785791591851465,16.65222059045559,1.1348901486761918
german_credit_original,19.0,27.0,33.0,35.546,42.0,75.0,11.375468574317502,129.40128528528504,56.0,15.0
