age,studytime,failures,absences,G1,G2,goout,health,pass_fail,overall
18.428784258938144,2.325678895843132,1.5721714770830284,18.291355844365306,9.133252732946067,10.646217456345402,3.1824691163233165,3.1511281531763142,0,0
18.4308744692427,2.0013177977600356,1.5082788052027114,19.84940742760638,9.467554816516593,11.602975895737085,2.9929456418111196,3.3302436193374323,0,0
18.547134706280076,1.6304563673779193,1.5456846730703742,23.96216912372273,9.337656949737083,11.425222846833307,2.7244793126605864,2.646197458394034,1,1
17.435334287141014,1.529313314821151,1.1912396136186776,21.769464947487222,10.89741434604465,12.25793262260352,2.890320160431953,2.9633462408053206,0,0
18.43169462620232,1.209580082895286,1.3695366347726008,26.705389754680574,10.073504257577563,13.262995022452612,3.101883839216681,2.969738320510206,1,1
18.547134706280072,1.6304563673779178,1.5380197572899272,23.967870429397074,9.342750792582082,13.355455889232125,2.7402187173100137,2.6333294878973605,1,1
18.547134706280076,1.6304563673779202,1.5456846730703733,23.947407197101416,9.86851987197483,11.674746107473554,3.0502790234937067,3.057298916205445,0,0
17.172857200252835,2.2103946229658025,1.6734874774065733,18.648741985594484,8.5612857032749,11.044654153987254,2.77906029350306,2.787543099796903,1,1
17.435891023006576,1.766324886433792,1.1403916798817573,22.737053957809017,11.558344703740037,13.29400018410682,3.1328812140088553,3.218675641593273,0,0
18.54713470628008,1.6304563673779202,1.5156982169887303,22.882293436726904,9.593993085855642,13.208425860594625,3.6066282559023897,3.536198294177485,0,0
18.428784258938148,2.325678895843133,1.5766731087330919,17.56575289113299,9.068574129909205,10.326406198841378,2.9104480711751837,2.973607322644047,1,1
17.43533428714102,1.5293133148211553,1.2080387338465797,22.785261431584757,10.485818314973892,12.915397997799793,3.56567221402001,3.517943054148974,0,0
18.54496609599236,2.4962675297176764,1.2127145390872285,16.30587800472639,9.513094570552509,9.656563820135235,2.9542398798578047,3.045841052855489,0,0
18.5479856258341,1.2388443186823808,1.5281132024997768,27.589041661208142,9.339649991600037,16.087412252804075,2.9668178864082586,3.0447074663178118,0,0
17.17383242613959,2.2078154395095093,1.3663547173761725,18.26307953012645,10.05975272915342,10.572135726989675,3.117775014501321,3.1829976906985444,0,0
15.932681604032492,1.6138989705855482,0.771463676458555,16.919735455653964,11.92308491182944,10.092836913646018,3.092974193681936,3.14628018963963,1,1
17.17409990579466,2.557566408902609,1.225839183755598,15.443110520402662,10.819640314788106,9.188181361508653,3.1090358045163766,2.976417786583385,1,1
18.430874469242706,2.0013177977600374,1.5242730087590743,20.733060378422753,9.377840889382977,11.321822615964026,2.9746192840855885,3.0733116851323015,0,0
17.174099905794655,2.557566408902609,1.225677839092115,15.629723881832795,11.050123237649576,9.289917720128557,3.147979491924513,2.9950414510329546,1,1
18.547985625834098,1.2388443186823803,1.528113202499776,27.640125585426755,9.026149719638232,10.812689775769403,2.815826731208025,3.14790246022885,0,0
17.174099905794662,2.557566408902609,1.2252079759505667,16.06659687146763,10.916032737668727,9.542183223548841,3.1408139754622173,3.1010677634794996,0,0
17.435334287141018,1.540088142117392,1.0909416231303042,19.294392343799608,10.549462737166836,10.601053761342794,2.8366629777707852,3.1684032535180267,0,0
17.435334287141018,1.5293133148211537,1.2450555339553295,24.886876500195704,10.390530162731451,14.131972387315496,2.21895475436348,2.3294026247905304,1,1
18.430874469242706,2.001317797760038,1.5328921787220378,20.553872190074063,9.320767630942258,12.145138000100037,2.579438514958543,2.625397322556232,1,1
18.547134706280076,1.6304563673779178,1.5304184591911683,23.774297482574966,9.338127234356138,14.023643128235609,2.6164027413086925,2.767894625985203,1,1
18.547134706280076,1.6304563673779218,1.5456846730703748,23.97675695170405,9.279770415656378,13.810796245140851,2.6473942323105444,2.5842828272623204,1,1
18.430874469242703,2.001317797760038,1.5242730087590757,20.694835352029934,9.374874624075451,12.146192813449865,2.796532585151714,2.764456132964665,1,1
18.544966095992358,2.505307149532685,1.5825741268743383,17.20097136248432,9.082814567773667,10.170752178658045,2.9464482316168294,3.032843722140265,0,0
18.4308744692427,2.0013177977600396,1.5082788052027123,19.81965595796361,9.455341165097586,11.735633879206919,3.1896009616580354,3.0398362710694906,0,0
17.435334287141014,1.529313314821154,1.176458366441767,19.582888479141005,10.74334005743108,11.54994203565244,2.9194340305332522,2.7541386504937377,1,1
17.17458751873804,1.6531292156885162,1.0101655643655043,23.25423039995642,12.221011338488498,13.62377776069818,3.565354338299258,3.466729131680916,0,0
17.435334287141018,1.5400881421173924,1.0909416231303035,20.574203383418137,9.873306084035681,10.950368323680575,3.0594388156210495,3.011779296225681,0,0
17.174587518738043,1.6531292156885184,1.0101655643655052,23.32238753448911,12.212458841323986,13.439004402701752,3.570843598806742,3.4640527828359398,0,0
17.17409990579466,2.55756640890261,1.2258391837555993,15.44311052040268,10.82146920596541,9.171885113810827,2.9720637619223242,3.0231246820487563,0,0
18.547985625834098,1.2388443186823799,1.442809568341678,21.407843717958773,9.716760777155537,12.33635352166744,2.8158086466191254,2.7579209901124866,1,1
18.430874469242703,2.001317797760038,1.5242730087590757,20.713622102883754,9.385267267960439,11.85033364756623,2.6250129161240427,2.6668140340564546,1,1
18.547134706280076,1.6304563673779175,1.530418459191167,23.875726717327865,9.344843590060018,13.338192224858199,2.906675813684384,3.200124029055206,0,0
17.174099905794655,2.5575664089026113,1.2255178335657784,15.751628871757394,10.550230886517504,9.375016661430152,3.0895596697561083,2.9980885696331065,1,0
17.435334287141014,1.5293133148211533,1.2450555339553322,24.912756273691148,10.872986237239196,14.392239346962898,2.3145365998924614,2.110266334995088,1,1
18.428784258938144,2.3256788958431316,1.57667310873309,17.562464003647783,9.21080529541722,10.245066171166295,2.9460239992074935,2.971285839788201,1,1
18.54496609599236,2.505307149532685,1.5807714413370533,15.905035175410184,9.06016253401015,9.444464431400062,2.9086321211140693,2.9442084775261375,1,1
18.431694626202322,1.2080227655804028,1.4317858428169736,25.766464952289333,9.876799514930926,15.063137141411218,3.079152917485372,4.000845855726461,0,0
18.547134706280076,1.6304563673779207,1.515698216988731,23.051885521571254,9.465709116187018,12.927913605918938,2.516455368300658,2.3759129644965373,1,1
18.547985625834098,1.2388443186823783,1.5046781233617166,26.980046005106974,9.438326090334058,14.034965267370897,2.9849052883671323,3.036050653767492,0,0
17.435334287141018,1.529313314821152,1.1700056064651343,17.913504410275674,10.453301269277041,10.496801665649935,3.1382055927863064,2.8921733203414646,0,0
18.547985625834098,1.2388443186823763,1.528113202499775,27.54039524171577,10.654729098181498,10.753267748611378,3.090405709957386,3.2122850342445872,0,0
17.174099905794655,2.5575664089026104,1.225839183755599,15.443284980539847,10.293994092241196,9.323763437015307,3.1141581715707107,3.06186025054524,0,0
17.435334287141018,1.5293133148211533,1.2080387338465783,23.36858546744004,10.998353689296087,13.445689300912234,2.8564757216570404,2.756740859438298,0,0
18.431694626202322,1.2080227655804052,1.4548536039373614,27.047424026618,9.962372923116234,14.57313394250536,2.6662540115592726,2.4760083112490303,1,1
18.54496609599236,2.505307149532685,1.5807714413370533,15.903849241840415,9.071827281216967,9.4152844661504,2.911171447236751,2.9392950055798424,1,1
15.932276047772543,2.853299171786131,1.5487401358615143,12.720990420471377,9.73050294101027,10.075060554865885,3.038893587003546,2.9302685957223336,1,1
18.430874469242703,2.001317797760038,1.532892178722037,20.549949073797897,9.347656107505639,12.057568702346419,3.4081396900131793,3.3559259014607132,0,0
18.430874469242703,2.0013177977600387,1.532892178722037,20.549949073797904,9.347656107505639,12.057568702346419,2.640154017492584,2.535757977868107,1,1
15.170813057971907,2.885644670065311,1.4955239820783865,16.144100444108815,9.521948474340366,9.570410209999615,2.9938145809836465,2.996942156683977,0,0
17.435334287141018,1.529313314821154,1.2080387338465792,24.43116264724958,9.177789320416156,7.146294851593891,3.092503173075297,3.273866093070292,0,0
17.17409990579466,2.5575664089026113,1.2258391837555989,15.44274977989702,11.055291714062507,9.192250034263905,3.327245068561073,3.1835480877354287,0,0
18.428784258938144,2.3256788958431347,1.5743813116835121,18.022767591125202,9.228235159823589,10.521641590579982,2.854478268997453,2.812995141408579,1,1
18.4308744692427,2.001317797760038,1.532892178722037,20.549949073797904,9.354993242168492,11.78844755956915,3.0722233464360693,3.321007060870368,0,0
